target_id	length	eff_length	est_counts	tpm
AAC73964	993	894	649	102.964
AAC73965	1116	1017	184	25.661
AAC73966	1947	1848	161	12.3567
AAC73967	225	126	279	314.059
AAC73968	321	222	311	198.694
AAC73969	2277	2178	7145	465.287
AAC73970	219	120	855	1010.56
AAC73971	705	606	69	16.1493
AAC73972	1722	1623	763	66.6781
AAC73973	1767	1668	668	56.8012
AAC73974	966	867	703	115.004
AAC73975	495	396	1370	490.684
AAC73976	3990	3891	1439	52.4537
AAC73977	612	513	281	77.6901
AAC73978	1344	1245	426	48.5308
AAC73979	1293	1194	5791	687.901
AAC73980	2445	2346	2135	129.076
AAC73981	618	519	662	180.912
AAC73982	864	765	691	128.113
AAC73983	627	528	228	61.246
AAC73984	1149	1050	215	29.042
AAC73985	1431	1332	79	8.41201
AAC73986	909	810	63	11.0314
AAC73987	591	492	43	12.396
AAC73988	741	642	871	192.424
AAC73989	2283	2184	25937	1684.4
AAC73990	858	759	3377	631.054
AAC73991	1761	1662	890	75.9514
AAC73992	693	594	0	0
AAC73993	1089	990	1695	242.835
AAC73994	1284	1185	354	42.3703
AAC73995	765	666	53	11.287
AAC73996	684	585	564	136.741
AAC73997	1674	1575	15306	1378.35
AAC73998	285	186	837	638.248
AAC73999	2265	2166	188	12.3105
AAC74000	1749	1650	948	81.4894
AAC74001	987	888	413	65.9651
AAC74002	1233	1134	116	14.5085
AAC74003	183	84	193	325.878
AAC74004	747	648	1388	303.803
AAC74005	894	795	453	80.818
AAC74006	780	681	73	15.2038
AAC74007	786	687	442	91.252
AAC74008	1323	1224	734	85.0534
AAC74009	705	606	382	89.4062
AAC74010	4461	4362	1894	61.5845
AAC74011	1848	1749	362	29.3559
AAC74012	549	450	619	195.099
AAC74013	648	549	891	230.188
AAC74014	1191	1092	3212	417.186
AAC74015	1089	990	4325	619.623
AAC74016	1401	1302	2411	262.641
AAC74017	1203	1104	1390	178.576
AAC74018	2613	2514	2043	115.26
AAC74019	768	669	95	20.1407
AAC74020	792	693	0	0
AAC74021	1146	1047	0	0
AAC74022	960	861	0	0
AAC74023	576	477	15	4.46015
AAC74024	540	441	0	0
AAC74025	702	603	0	0
AAC74026	2601	2502	0	0
AAC74027	1071	972	36	5.25307
AAC74028	543	444	50	15.9722
AAC74029	516	417	26	8.8433
AAC74030	711	612	45	10.4289
AAC74031	1011	912	182	28.3044
AAC74032	543	444	151	48.236
AAC74033	1110	1011	324	45.4539
AAC74034	2109	2010	464	32.7415
AAC74035	1908	1809	413	32.3809
AAC74036	1254	1155	257	31.5594
AAC74037	1641	1542	249	22.903
AAC74038	564	465	304	92.7252
AAC74039	168	69	453	931.164
AAC74040	519	420	1739	587.256
AAC74041	1761	1662	952	81.2424
AAC74042	453	354	176	70.5158
AAC74043	1041	942	21848	3289.56
AAC74044	510	411	208	71.7792
AAC74045	630	531	42	11.2184
AAC74046	2154	2055	368	25.3988
AAC74047	447	348	95	38.7187
AAC74048	2055	1956	493	35.7483
AAC74049	459	360	1287	507.053
AAC74050	663	564	29	7.29283
AAC74051	414	315	182	81.9479
AAC74052	318	219	386	249.989
AAC74053	1191	1092	311	40.3938
AAC74054	279	180	35	27.5786
AAC74055	330	231	214	131.395
AAC74056	660	561	2648	669.471
AAC74057	1119	1020	24	3.33724
AAC74058	1794	1695	3	0.251032
AAC74059	708	609	4	0.931579
AAC74060	588	489	4	1.16019
AAC74061	399	300	0	0
AAC74062	858	759	54	10.0909
AAC74063	1545	1446	92	9.02395
AAC74064	1137	1038	29	3.96258
ABP93439	93	6.53305	9	195.391
AAC74065	1299	1200	82	9.69191
AAC74066	2181	2082	127	8.65167
AAC74067	447	348	0	0
AAC74068	1140	1041	44	5.99486
AAC74069	2097	1998	0	0
AAC74070	747	648	0	0
AAC74071	645	546	0	0
AAC74072	306	207	0	0
ABD18646	276	177	149.774	120.016
AAC74073	504	405	222.187	77.8108
AAC74074	213	114	0	0
AAC74075	213	114	853	1061.26
AAC74076	231	132	14	15.0429
ABD18647	174	75	371	701.6
AAC74077	1074	975	112	16.2926
AAC74078	2745	2646	138	7.39718
AAC74079	1029	930	71	10.8281
AAC74080	693	594	18	4.29797
AAC74081	1173	1074	74	9.77247
AAC74082	2547	2448	49	2.83898
AAC74083	600	501	64	18.1184
AAC74084	306	207	73	50.0184
AAC74085	921	822	188	32.4387
AAC74086	1257	1158	0	0
AAC74087	1242	1143	901	111.804
AAC74088	228	129	372	409.006
AAC74089	597	498	572	162.908
AAC74090	174	75	111	209.913
AAC74091	1329	1230	34	3.92058
AAC74092	495	396	0	0
AAC74093	591	492	0	0
AAC74094	801	702	0	0
AAC74095	387	288	0	0
AAC74096	693	594	0	0
AAC74097	1149	1050	0	0
AAC74098	639	540	160	42.0246
AAC74099	3963	3864	766	28.117
AAC74100	1509	1410	198	19.917
AAC74103	1128	1029	24	3.30806
AAC74104	1272	1173	12	1.45098
AAC74105	1065	966	98	14.3888
AAC74106	414	315	0	0
AAC74107	1326	1227	0	0
AAC74108	2019	1920	0	0
AAC74109	2424	2325	84	5.12428
AAC74110	1359	1260	363	40.8614
AAC74111	867	768	87	16.067
AAC74112	300	201	38.2	26.9553
AAC74114	987	888	0	0
AAC74117	939	840	152	25.665
AAC74118	738	639	22	4.88314
AAC74119	555	456	12	3.73244
AAC74120	492	393	203	73.2623
AAC74121	834	735	24	4.63128
AAC74122	417	318	0	0
AAC74123	390	291	0	0
AAC74124	651	552	0	0
AAC74125	456	357	0	0
AAC74126	456	357	36	14.3025
AAC74127	333	234	0	0
AAC74128	312	213	0	0
AAC74129	534	435	118	38.4742
AAC74130	1422	1323	86	9.21967
AAC74131	1158	1059	0	0
AAC74132	1536	1437	1266	124.955
AAC74133	2544	2445	1550	89.9145
AAC74134	228	129	145	159.425
AAC74135	375	276	183	94.0414
AAC74137	1227	1128	35	4.40084
AAC74138	921	822	135	23.2937
AAC74139	1053	954	110	16.3539
AAC74140	576	477	66	19.6247
AAC74141	567	468	0	0
AAC74142	141	42.0007	3	10.1307
AAC74143	1119	1020	101	14.0442
AAC74144	255	156	466	423.68
AAC74145	246	147	47	45.3479
AAC74146	1047	948	334	49.9707
AAC74147	561	462	283	86.8803
AAC74148	648	549	344	88.8716
AAC74149	1209	1110	153	19.5499
AAC74150	585	486	135	39.398
AAC74151	648	549	357	92.2301
AAC74152	924	825	357	61.375
AAC74153	1536	1437	160	15.7921
AAC74154	417	318	57	25.4229
AAC74155	294	195	12	8.72818
AAC74156	660	561	0	0
AAC74157	417	318	0	0
AAC74158	405	306	0	0
AAC74159	696	597	0	0
AAC74160	1209	1110	0	0
AAC74161	756	657	0	0
AAC74162	783	684	0	0
AAC74163	699	600	0	0
AAC74164	1098	999	0	0
AAC74165	942	843	0	0
AAC74166	1644	1545	34	3.12124
AAC74167	954	855	0	0
AAC74168	3186	3087	4570	209.97
AAC74169	321	222	263	168.027
AAC74170	960	861	419	69.022
AAC74171	585	486	67	19.5531
AAC74172	522	423	3400	1140.03
AAC74173	174	75	1754	3317
AAC74174	1071	972	775	113.087
AAC74175	954	855	1008	167.214
AAC74176	930	831	2411	411.503
AAC74177	735	636	2410	537.449
AAC74178	237	138	14155	14548.1
AAC74179	1242	1143	8142	1010.33
AAC74180	810	711	226	45.0833
AAC74181	1023	924	192	29.4718
AAC74182	642	543	305	79.6667
AAC74183	1005	906	250	39.1371
AAC74184	798	699	202	40.9875
AAC74185	1434	1335	1223	129.934
AAC74186	2190	2091	80	5.42641
AAC74187	360	261	307	166.83
AAC74188	378	279	284	144.375
AAC74189	642	543	514	134.258
AAC74190	825	726	140	27.3507
AAC74191	1026	927	672	102.817
AAC74192	543	444	787	251.402
AAC74193	1305	1206	706	83.0299
AAC74194	540	441	147	47.2776
AAC74195	633	534	143	37.9815
AAC74196	258	159	24	21.4087
AAC74197	963	864	386	63.3652
AAC74198	3447	3348	1178	49.9042
AAC74199	1074	975	31	4.50956
AAC74200	1200	1101	744	95.8435
AAC74201	702	603	288	67.7411
AAC74202	1245	1146	578	71.5353
AAC74203	912	813	552	96.2998
AAC74204	729	630	315	70.9164
AAC74205	789	690	17	3.49443
AAC74206	462	363	0	0
AAC74207	1047	948	569	85.1297
AAC74208	795	696	149	30.3636
AAC74209	828	729	145	28.2109
AAC74210	1137	1038	344	47.0043
AAC74211	1227	1128	1390	174.776
AAC74212	1122	1023	1179	163.461
AAC74213	1461	1362	623	64.8766
AAC74214	672	573	432	106.932
AAC74215	1371	1272	510	56.867
AAC74216	642	543	301	78.6219
AAC74217	1107	1008	677	95.2588
AAC74218	462	363	60	23.4435
AAC74219	654	555	233	59.5443
AAC74220	1251	1152	3861	475.362
AAC74221	666	567	0	0
AAC74222	705	606	0	0
AAC74223	894	795	0	0
AAC74224	1128	1029	0	0
AAC74225	246	147	0	0
AAC74227	342	243	0	0
AAC74228	309	210	0	0
AAC74229	675	576	0	0
AAC74230	201	102	0	0
AAC74231	558	459	0	0
AAC74232	339	240	0	0
AAC74234	183	84	0	0
AAC74237	585	486	0	0
AAC74238	630	531	0	0
AAC74239	414	315	0	0
AAC74240	603	504	0	0
AAC74242	555	456	0	0
AAC74243	834	735	0	0
AAC74244	324	225	7	4.41258
AAC74245	405	306	22	10.1971
AAC74246	732	633	385	86.2649
AAC74247	1212	1113	134	17.076
AAC74248	237	138	32	32.8888
AAC74249	273	174	26	21.1934
AAC74250	267	168	0	0
AAC74251	249	150	0	0
AAC74252	1524	1425	0	0
ABD18651	219	120	36	42.5499
AAC74255	330	231	30	18.4199
AAC74256	345	246	14	8.07179
ABP93440	174	75	0	0
ABP93441	186	87	0	0
AAC74258	267	168	416	351.205
AAC74259	813	714	1108	220.099
AAC74260	696	597	945	224.509
AAC74261	369	270	74	38.8727
AAC74262	402	303	343	160.557
AAC74263	294	195	128	93.1006
AAC74264	660	561	574	145.12
AAC74265	462	363	104	40.6353
AAC74266	912	813	54	9.42063
AAC74267	420	321	2	0.883694
AAC74268	1269	1170	12	1.4547
AAC74269	531	432	139	45.636
AAC74270	1542	1443	480	47.1793
AAC74271	720	621	1054	240.728
AAC74272	1533	1434	141	13.9459
AAC74273	1299	1200	1157	136.751
AAC74274	1071	972	752	109.731
AAC74275	1737	1638	749	64.8552
AAC74276	915	816	225	39.1083
AAC74277	612	513	147	40.6422
AAC74278	735	636	144	32.1131
AAC74279	255	156	0	0
AAC74280	441	342	0	0
AAC74281	1698	1599	58	5.14466
AAC74282	1419	1320	2581	277.326
AAC74283	633	534	1402	372.378
AAC74284	1071	972	1492	217.711
AAC74285	1920	1821	86	6.69831
AAC74286	2868	2769	91	4.66117
AAC74287	1092	993	713	101.84
AAC74288	585	486	79	23.0551
AAC74289	279	180	299	235.6
AAC74290	1680	1581	447	40.1008
AAC74291	948	849	1347	225.028
AAC74292	852	753	423	79.675
AAC74293	624	525	356	96.1762
AAC74294	1257	1158	542	66.3846
AAC74295	1083	984	492	70.9164
AAC74296	834	735	430	82.9771
AAC74297	393	294	250	120.606
AAC74298	810	711	328	65.4306
AAC74299	855	756	607	113.879
AAT48126	108	12.4647	9.5	108.099
AAT48127	108	12.4647	0	0
AAT48128	108	12.4647	9.5	108.099
AAC74300	1101	1002	537	76.0122
AAC74301	231	132	24	25.7878
AAC74302	696	597	174	41.3382
AAC74303	354	255	544	302.577
AAC74304	1395	1296	119	13.0232
AAC74305	651	552	50	12.8472
AAC74306	1797	1698	42	3.50823
AAC74307	1392	1293	81	8.88512
AAC74308	3744	3645	323	12.5685
AAC74309	1539	1440	141	13.8878
AAC74310	711	612	72	16.6862
AAC74311	678	579	0	0
AAC74313	90	5.86172	62	1500.18
AAC74314	843	744	556	105.993
AAC74315	459	360	180	70.9164
AAC74316	906	807	322	56.5926
AAC74317	1014	915	420	65.1036
AAC74318	909	810	1054	184.558
AAC74319	414	315	4645	2091.47
AAC74320	618	519	22	6.01218
AAC74323	2676	2577	24669	1357.73
AAC74324	648	549	237	61.2284
AAC74325	1632	1533	16416	1518.81
AAC74326	921	822	1027	177.205
AAC74327	909	810	1264	221.329
AAT48129	1014	915	1615	250.339
AAC74329	1005	906	944	147.782
AAC74330	330	231	227	139.377
AAC74331	1461	1362	494	51.4431
ABP93442	174	75	69	130.486
AAC74332	1254	1155	231	28.3666
AAC74333	297	198	80	57.3062
AAC74334	720	621	55	12.5617
AAC74335	399	300	143	67.607
AAC74336	540	441	335	107.742
AAC74337	744	645	540	118.744
AAC74338	639	540	1683	442.046
AAC74339	507	408	164	57.0113
AAC74340	501	402	23	8.11482
AAC74341	180	81	0	0
AAC74342	807	708	116	23.2382
AAC74343	1194	1095	62	8.03072
AAC74344	1362	1263	129	14.4865
AAC74345	1596	1497	56	5.30571
AAC74346	1563	1464	18	1.74385
AAC74347	45	2.27346	0	0
AAC74348	882	783	100	18.114
AAC74349	621	522	262	71.1882
AAC74350	1896	1797	109	8.60311
AAC74351	876	777	467	85.2458
AAC74352	591	492	69	19.8912
AAC74353	759	660	153	32.8794
AAC74354	1050	951	1108	165.248
AAC74355	252	153	803	744.391
AAC74356	2598	2499	2410	136.782
AAC74357	975	876	887	143.614
ABD18655	165	66	149	320.198
ABD18656	168	69	57	117.166
AAC74358	2676	2577	492	27.0787
AAC74359	591	492	634	182.768
AAC74360	765	666	122	25.9814
AAC74361	309	210	208	140.482
AAC74362	1170	1071	509	67.407
AAC74363	738	639	178	39.509
AAC74364	327	228	30	18.6622
AAC74365	219	120	14	16.5472
AAC74366	750	651	225	49.0206
ABP93443	174	75	71	134.268
AAC74367	1986	1887	193	14.5065
ACO59991	105	10.839	17	222.453
AAC74368	1935	1836	677	52.2989
AAC74369	1128	1029	33	4.54858
AAC74370	789	690	3285	675.248
AAC74371	354	255	31	17.2424
AAC74372	807	708	190	38.0625
AAC74373	993	894	149	23.6388
AAC74374	891	792	12	2.14898
AAC74375	966	867	61	9.97902
AAC74376	1644	1545	174	15.9734
AAC74377	246	147	127	122.536
AAC74378	1386	1287	0	0
AAC74379	1419	1320	132	14.1833
AAC74380	765	666	23	4.89813
AAC74381	558	459	60	18.5402
AAC74382	1488	1389	8	0.816892
AAC74383	1281	1182	0	0
AAC74384	1266	1167	22	2.6738
AAC74385	978	879	12	1.93629
AAC74386	669	570	564	140.34
AAC74387	225	126	46	51.7803
AAC74388	360	261	59	32.0618
AAC74389	222	123	60	69.1868
AAC74390	315	216	1024	672.393
AAC74391	1680	1581	0	0
AAC74392	1293	1194	0	0
AAC74393	882	783	0	0
AAC74394	843	744	0	0
AAC74395	1053	954	50	7.43359
AAC74396	789	690	20	4.1111
AAC74397	1056	957	0	0
AAC74398	2268	2169	28	1.83095
AAC74399	660	561	0	0
AAC74401	906	807	0	0
AAC74402	999	900	140	22.0629
AAC74403	1398	1299	410	44.7663
AAC74404	1062	963	191	28.1309
AAC74405	1542	1443	1003	98.5852
AAC74406	507	408	3265	1135.01
AAC74407	966	867	297	48.5864
AAC74408	729	630	232	52.2305
AAC74409	921	822	58	10.0077
AAC74410	900	801	126	22.3108
AAC74411	1614	1515	418	39.1328
AAC74412	1032	933	23	3.49642
AAC74413	1017	918	1289.72	199.265
AAC74414	258	159	662	590.524
AAC74415	951	852	2715	451.967
AAC74416	753	654	1314	284.967
AAC74417	516	417	92	31.2917
AAC74418	1527	1428	14	1.39052
AAC74419	1446	1347	54	5.68595
AAC74420	1311	1212	27	3.15964
AAC74421	909	810	76	13.3078
AAC74422	564	465	114	34.7719
AAC74423	1233	1134	34	4.25249
AAC74424	984	885	140	22.4368
AAC74425	1374	1275	186	20.6909
AAC74426	936	837	408	69.1372
AAC74427	1236	1137	17	2.12063
AAC74428	216	117	0	0
AAC74429	210	111	0	0
AAC74430	195	96	0	0
AAC74431	810	711	0	0
AAC74432	2601	2502	68	3.85477
AAC74433	276	177	19	15.225
ABD18659	171	72	0	0
AAC74434	222	123	0	0
AAC74435	489	390	0	0
AAC74436	156	57	19	47.2776
AAC74437	135	36.0073	30	118.17
AAC74438	477	378	693	260.027
AAC74439	297	198	9	6.44695
AAC74440	423	324	41	17.948
AAC74441	858	759	85	15.8838
AAC74442	747	648	0	0
ABD18660	186	87	0	0
AAC74445	1458	1359	138	14.4025
AAC74447	264	165	33	28.3666
AAC74452	981	882	28.4007	4.56706
AAC74454	3363	3264	24	1.04289
AAC74455	576	477	6.58036	1.95663
AAC74456	591	492	46.0714	13.2814
AAC74457	234	135	0	0
AAC74458	435	336	421	177.713
AAC74459	1134	1035	0	0
AAC74460	3525	3426	1400	57.9586
ABD18661	267	168	258	217.815
AAC74461	423	324	279	122.134
AAC74462	990	891	169	26.9021
AAC74463	2640	2541	305	17.0244
AAC74464	186	87	19	30.975
AAC74465	327	228	10	6.22074
AAC74466	906	807	10	1.75753
AAC74467	1500	1401	0	0
AAC74468	2274	2175	19	1.239
AAC74469	2046	1947	0	0
AAC74470	930	831	0	0
AAC74471	288	189	0	0
AAC74472	747	648	24	5.25307
AAC74473	498	399	36	12.797
AAC74474	1071	972	16	2.3347
AAC74475	768	669	6	1.27204
AAC74476	789	690	0	0
AAC74477	1428	1329	54	5.76296
AAC74478	423	324	6	2.62653
AAC74479	1206	1107	79	10.1218
AAC74480	1314	1215	6	0.700409
AAC74481	951	852	188	31.2965
AAC74482	591	492	132	38.0527
ACO59992	66	3.13016	0	0
AAC74484	906	807	806.31	141.712
AAC74485	366	267	388.667	206.463
AAC74486	1152	1053	145.02	19.5333
AAC74488	861	762	293	54.5368
AAC74489	2307	2208	34	2.18402
AAC74490	606	507	0	0
AAC74491	897	798	24	4.26565
AAC74492	1758	1659	6	0.512958
AAC74493	1293	1194	22	2.61334
AAC74494	606	507	0	0
AAC74495	3903	3804	263	9.80601
AAC74496	801	702	60	12.1225
AAC74497	1440	1341	751	79.4306
AAC74500	531	432	221	72.558
AAC74501	174	75	82	155.071
AAT48130	150	51	192.229	534.596
AAC74502	168	69	336.771	692.249
AAC74503	1641	1542	77	7.08245
AAC74504	924	825	83	14.2692
AAC74505	1344	1245	58	6.60748
AAC74506	1656	1557	474	43.1784
AAC74508	225	126	465	523.431
AAC74509	540	441	253	81.369
AAC74510	981	882	63	10.1309
AAC74511	993	894	89	14.1198
AAC74512	594	495	94	26.9339
AAC74513	669	570	92	22.8923
AAC74514	1149	1050	280	37.8221
AAC74515	1176	1077	116	15.2763
AAC74516	537	438	44	14.2481
AAC74517	1962	1863	221	16.825
AAC74518	231	132	79	84.8848
AAC74519	177	78	0	0
AAC74520	417	318	10	4.46015
AAC74521	1407	1308	189	20.4942
AAC74522	1146	1047	35	4.74131
AAC74523	1014	915	109	16.8959
AAC74524	942	843	11	1.85073
AAC74525	795	696	25	5.09457
AAC74526	1425	1326	185	19.7881
ABP93444	96	7.33772	18	347.927
AAC74527	174	75	25	47.2776
AAC74528	234	135	424	445.46
AAC74529	450	351	94	37.9837
AAC74530	519	420	141	47.6153
AAC74531	1038	939	165	24.9227
AAC74532	666	567	46	11.5067
AAC74533	2103	2004	110	7.78524
AAC74534	1062	963	177	26.069
AAC74535	1500	1401	34	3.44205
AAC74536	618	519	45	12.2976
AAC74537	213	114	0	0
AAC74539	483	384	104	38.4131
AAC74542	1137	1038	0	0
AAC74543	234	135	18	18.9111
AAC74544	570	471	18	5.42037
AAC74545	846	747	89	16.8984
AAC74546	894	795	130	23.1928
AAC74547	681	582	0	0
AAC74548	696	597	13	3.08849
AAC74549	1545	1446	0	0
AAC74550	3741	3642	67	2.60923
AAD13433	1389	1290	0	0
AAD13437	882	783	150	27.1711
AAD13438	3048	2949	260	12.5048
AAD13439	885	786	45	8.1202
AAD13440	654	555	37	9.45553
AAD13441	285	186	276	210.462
AAC74551	1011	912	390	60.6522
AAC74552	1698	1599	2254	199.932
AAC74553	138	39.0024	263	956.404
AAC74554	216	117	0	0
AAC74555	432	333	127	54.0924
AAC74556	927	828	0	0
AAC74557	987	888	0	0
AAC74558	897	798	15	2.66603
AAC74559	1023	924	38	5.83295
AAC74560	1551	1452	0	0
AAC74561	582	483	0	0
AAC74562	2400	2301	0	0
AAC74563	1383	1284	41	4.52893
AAC74564	1320	1221	28	3.25252
AAC74565	1536	1437	46	4.54023
AAC74566	1401	1302	25.6098	2.78979
AAC74567	2796	2697	4	0.210357
AAC74568	2373	2274	0	0
AAC74569	1686	1587	0	0
AAC74570	1158	1059	0	0
AAC74571	1683	1584	32	2.86531
AAC74572	762	663	0	0
AAC74573	198	99	0	0
AAC74574	2280	2181	47	3.05646
AAC74575	915	816	0	0
AAC74576	504	405	0	0
AAC74577	531	432	18	5.9097
AAC74580	1323	1224	98	11.3559
AAC74581	267	168	18	15.1964
AAC74584	1593	1494	114	10.8226
AAC74585	954	855	70	11.612
AAC74586	1536	1437	44	4.34283
AAC74587	1029	930	0	0
AAC74588	993	894	0	0
AAC74589	1023	924	1	0.153499
AAC74590	876	777	14	2.55555
AAC74591	291	192	22	16.2517
AAC74592	759	660	42	9.02573
AAC74593	915	816	144	25.0293
AAT48131	1452	1353	77	8.07179
AAC74595	948	849	171	28.567
AAC74596	360	261	50	27.1711
AAC74597	927	828	126	21.5833
AAC74598	1389	1290	213	23.4189
AAC74599	882	783	167	30.2504
AAC74600	1116	1017	20	2.78924
AAC74601	1191	1092	61	7.9229
AAC74602	666	567	48	12.007
AAC74603	435	336	75	31.6591
AAC74604	384	285	109	54.2449
AAC74605	219	120	16	18.9111
AAC74606	900	801	18	3.18726
AAC74607	1188	1089	140	18.2338
ABP93445	96	7.33772	110	2126.22
AAC74608	891	792	188	33.6674
AAC74609	393	294	0	0
AAC74610	519	420	0	0
AAC74611	2046	1947	302	21.9998
AAC74612	747	648	1560	341.45
AAC74613	687	588	333	80.3237
AAC74614	204	105	191	258.001
AAC74615	1461	1362	11	1.14549
AAC74617	234	135	148	155.491
AAC74618	591	492	39.9286	11.5105
AAC74619	576	477	6.58036	1.95663
AAC74620	963	864	0	0
ABD18667	234	135	18	18.9111
AAC74622	411	312	2	0.909185
AAC74623	174	75	183	346.072
AAC74624	156	57	41	102.02
AAC74625	213	114	483	600.924
AAC74626	498	399	7	2.4883
ACO59993	255	156	0	0
AAC74627	534	435	0	0
AAC74628	312	213	24	15.9812
AAC74629	216	117	0	0
AAC74630	216	117	767	929.793
AAC74631	213	114	110	136.856
AAC74632	753	654	45	9.75914
AAC74633	1050	951	0	0
AAC74634	252	153	0	0
AAC74635	156	57	80	199.064
AAC74636	288	189	51	38.2724
AAC74637	240	141	27	27.1595
AAC74638	306	207	46	31.5184
AAC74639	333	234	28	16.9715
AAC74642	231	132	0	0
AAC74643	408	309	516	236.847
AAC74644	156	57	0	0
AAC74645	129	30.0513	7	33.0378
AAC74646	219	120	14	16.5472
AAC74647	189	90	0	0
AAC74648	192	93	0	0
AAC74652	1020	921	92	14.1679
AAC74653	1215	1116	0	0
AAC74654	327	228	30	18.6622
AAC74655	342	243	371	216.543
AAC74656	561	462	405	124.334
AAC74657	711	612	226	52.3762
AAC74658	306	207	103	70.5739
AAC74659	2427	2328	623	37.9561
AAC74660	2424	2325	625	38.1271
AAC74661	618	519	40	10.9312
AAC74662	855	756	220	41.2741
AAC74663	615	516	272	74.7646
AAC74664	1257	1158	126	15.4326
AAC74665	696	597	487	115.7
AAC74666	1221	1122	357	45.1286
AAC74667	894	795	0	0
AAC74668	1254	1155	459	56.3648
AAC74669	309	210	17	11.4817
ABP93446	84	4.82681	0	0
AAC74670	822	723	307	60.225
AAC74671	330	231	24	14.7359
AAC74672	366	267	76	40.3719
AAC74673	1035	936	140	21.2143
AAC74674	1389	1290	855	94.0055
AAC74675	1533	1434	1210	119.678
AAC74676	945	846	791	132.612
AAC74677	1383	1284	132	14.581
AAC74678	723	624	157	35.6855
AAC74679	336	237	55	32.9148
AAC74680	720	621	438	100.037
AAC74681	1302	1203	462	54.4695
AAC74682	930	831	113	19.2865
AAC74683	1404	1305	373	40.5392
AAC74684	1647	1548	2152	197.173
AAC74685	1176	1077	624	82.1762
AAC74686	1509	1410	1141	114.774
AAC74687	1266	1167	24	2.91687
AAC74688	1374	1275	73	8.12063
AAC74689	1812	1713	142	11.7573
AAC74690	591	492	624	179.886
AAC74691	768	669	80	16.9606
AAC74692	1029	930	288	43.9224
AAC74693	1593	1494	91	8.63908
AAC74694	1173	1074	254	33.5433
AAC74695	1002	903	306	48.063
AAC74696	1041	942	74	11.1419
AAT48132	126	27.1193	0	0
AAC74697	216	117	315	381.858
AAC74698	441	342	398	165.057
AAC74699	582	483	128	37.5872
AAC74700	579	480	142	41.9589
AAC74701	2223	2124	377	25.1747
AAC74702	1059	960	166	24.5253
AAC74703	621	522	88	23.9105
AAC74704	696	597	61	14.4921
AAC74705	636	537	69	18.2243
AAC74706	1503	1404	679	68.593
AAC74707	606	507	188	52.5929
AAC74708	864	765	634	117.545
AAC74709	1275	1176	1256	151.481
AAC74710	657	558	146	37.1104
AAC74711	330	231	99	60.7855
AAC74712	1110	1011	143	20.0614
AAT48133	468	369	1407	540.81
AAC74714	435	336	1233	520.476
AAC74715	237	138	0	0
AAC74716	858	759	56	10.4646
AAC74717	2013	1914	248	18.3775
AAC74718	522	423	286	95.8965
AAT48134	897	798	285	50.6546
AAC74720	240	141	9	9.05316
AAC74721	600	501	0	0
AAC74722	1098	999	138	19.5925
AAC74723	408	309	89	40.8515
AAC74724	648	549	123	31.7768
AAC74725	4617	4518	354	11.1131
AAC74726	348	249	775	441.448
AAC74727	816	717	102	20.1771
AAC74728	582	483	2338	686.553
AAC74729	1170	1071	54	7.15124
ABP93447	90	5.86172	162	3919.82
AAC74730	1026	927	467	71.452
AAC74731	933	834	58	9.86368
AAT48135	1212	1113	229	29.1821
AAC74733	1149	1050	387	52.2755
AAC74734	642	543	451	117.802
AAT48136	1374	1275	331	36.8209
AAC74736	1257	1158	606	74.2234
AAC74737	306	207	491	336.425
AAC74738	1605	1506	33	3.10789
AAC74739	813	714	46	9.13769
AAC74740	786	687	15	3.09679
AAC74741	669	570	4	0.995319
AAC74742	648	549	26	6.71704
AAC74743	2103	2004	127	8.98841
AAC74744	627	528	93	24.9819
AAC74745	210	111	215	274.721
AAC74746	1413	1314	4544	490.478
AAC74747	237	138	33756	34693.6
AAC74748	1005	906	186	29.118
AAC74749	417	318	23	10.2584
AAC74750	1221	1122	18	2.27539
AAC74751	1272	1173	162	19.5882
AAC74752	747	648	4	0.875512
AAC74753	1488	1389	89	9.08792
AAC74754	369	270	30	15.7592
AAC74755	189	90	14	22.0629
AAC74756	411	312	150	68.1889
AAC74757	3057	2958	893	42.8184
AAC74758	1113	1014	636	88.9603
AAC74759	357	258	0	0
AAC74760	1215	1116	0	0
AAC74761	1266	1167	16	1.94458
AAC74762	867	768	0	0
AAC74763	759	660	91	19.5557
AAC74764	1596	1497	0	0
AAC74765	1152	1053	0	0
AAC74766	912	813	22	3.83804
AAC74767	765	666	2	0.425925
AAC74768	939	840	37	6.2474
AAC74769	1290	1191	28	3.33444
AAC74770	294	195	0	0
AAC74771	1647	1548	14	1.28273
AAC74772	2379	2280	264	16.4228
AAC74773	834	735	112	21.6126
AAC74774	1047	948	212	31.7179
AAC74775	192	93	103	157.084
AAC74776	1437	1338	459	48.6557
AAC74777	714	615	337	77.7198
AAC74778	465	366	126	48.8277
AAC74779	750	651	91	19.8261
AAC74780	552	453	190	59.4884
AAC74781	981	882	266	42.775
AAC74782	300	201	834	588.501
AAC74783	2388	2289	3679	227.961
AAC74784	984	885	1596	255.78
AAC74785	45	2.27346	0	0
AAC74786	357	258	9267	5094.44
AAC74787	198	99	6956	9965.55
AAC74788	543	444	13289	4245.08
AAC74789	1929	1830	7294	565.316
ABD18671	108	12.4647	0	0
AAC74792	759	660	58	12.4641
AAC74793	930	831	260	44.3761
AAC74794	291	192	32	23.6388
AAC74795	861	762	555	103.303
AAC74796	537	438	143	46.3062
