target_id	length	eff_length	est_counts	tpm
AAC73953	324	225	378	136.358
AAC73954	831	732	323	35.8148
AAC73955	1014	915	499	44.264
AAC73956	1431	1332	527	32.1127
AAC73957	1002	903	703	63.1886
AAC73958	1719	1620	56	2.80572
AAC73959	969	870	0	0
AAC73960	1653	1554	6	0.31338
AAC73961	900	801	244	24.7245
AAC73962	696	597	113	15.363
AAC73963	1659	1560	524	27.2632
AAC73964	993	894	674	61.1918
AAC73965	1116	1017	341	27.2147
AAC73966	1947	1848	293	12.8688
AAC73967	225	126	122	78.5887
AAC73968	321	222	765	279.692
AAC73969	2277	2178	7495	279.309
AAC73970	219	120	2583	1747.09
AAC73971	705	606	594	79.5582
AAC73972	1722	1623	1442	72.1137
AAC73973	1767	1668	1186	57.7111
AAC73974	966	867	1327	124.229
AAC73975	495	396	2529	518.352
AAC73976	3990	3891	6295	131.312
AAC73977	612	513	1237	195.715
AAC73978	1344	1245	1225	79.8615
AAC73979	1293	1194	7582	515.407
AAC73980	2445	2346	1979	68.4682
AAC73981	618	519	790	123.547
AAC73982	864	765	1207	128.061
AAC73983	627	528	206	31.6668
AAC73984	1149	1050	496	38.341
AAC73985	1431	1332	40	2.4374
AAC73986	909	810	35	3.50715
AAC73987	591	492	97	16.0021
AAC73988	741	642	1221	154.366
AAC73989	2283	2184	35501	1319.35
AAC73990	858	759	3767	402.833
AAC73991	1761	1662	2521	123.115
AAC73992	693	594	74	10.1115
AAC73993	1089	990	2071	169.791
AAC73994	1284	1185	1351	92.5354
AAC73995	765	666	20	2.4374
AAC73996	684	585	2152	298.578
AAC73997	1674	1575	36528	1882.42
AAC73998	285	186	378	164.949
AAC73999	2265	2166	347	13.003
AAC74000	1749	1650	2483	122.142
AAC74001	987	888	1061	96.978
AAC74002	1233	1134	343	24.55
AAC74003	183	84	249	240.597
AAC74004	747	648	1654	207.172
AAC74005	894	795	585	59.7255
AAC74006	780	681	336	40.0464
AAC74007	786	687	918	108.457
AAC74008	1323	1224	1301	86.2714
AAC74009	705	606	707	94.693
AAC74010	4461	4362	6666	124.037
AAC74011	1848	1749	707	32.8096
AAC74012	549	450	752	135.636
AAC74013	648	549	2617	386.903
AAC74014	1191	1092	4153	308.681
AAC74015	1089	990	11283	925.039
AAC74016	1401	1302	3619	225.605
AAC74017	1203	1104	4165	306.208
AAC74018	2613	2514	2878	92.9173
AAC74019	768	669	233	28.2684
AAC74020	792	693	8	0.936974
AAC74021	1146	1047	18	1.39539
AAC74022	960	861	12	1.13122
AAC74023	576	477	40	6.80632
AAC74024	540	441	0	0
AAC74025	702	603	26	3.49967
AAC74026	2601	2502	52	1.68689
AAC74027	1071	972	77	6.42977
AAC74028	543	444	30	5.48415
AAC74029	516	417	46	8.9535
AAC74030	711	612	149	19.7609
AAC74031	1011	912	961	85.5262
AAC74032	543	444	522	95.4242
AAC74033	1110	1011	726	58.2849
AAC74034	2109	2010	2289	92.4316
AAC74035	1908	1809	2363	106.022
AAC74036	1254	1155	1030	72.3813
AAC74037	1641	1542	1066	56.1104
AAC74038	564	465	821	143.305
AAC74039	168	69	362	425.824
AAC74040	519	420	2859	552.504
AAC74041	1761	1662	2449	119.599
AAC74042	453	354	160	36.6849
AAC74043	1041	942	42348	3648.82
AAC74044	510	411	575	113.553
AAC74045	630	531	199	30.4179
AAC74046	2154	2055	912	36.0208
AAC74047	447	348	135	31.4866
AAC74048	2055	1956	645	26.7647
AAC74049	459	360	527	118.817
AAC74050	663	564	128	18.4205
AAC74051	414	315	349	89.9261
AAC74052	318	219	186	68.935
AAC74053	1191	1092	655	48.6844
AAC74054	279	180	130	58.6194
AAC74055	330	231	334	117.356
AAC74056	660	561	3932	568.881
AAC74057	1119	1020	36	2.86466
AAC74058	1794	1695	47	2.2506
AAC74059	708	609	16	2.13242
AAC74060	588	489	2	0.331965
AAC74061	399	300	2	0.541103
AAC74062	858	759	37	3.95668
AAC74063	1545	1446	109	6.11828
AAC74064	1137	1038	38	2.97137
ABP93439	93	6.53305	0	0
AAC74065	1299	1200	79	5.34339
AAC74066	2181	2082	131	5.10695
AAC74067	447	348	14	3.26527
AAC74068	1140	1041	31	2.41703
AAC74069	2097	1998	142	5.76851
AAC74070	747	648	65	8.14159
AAC74071	645	546	103	15.3114
AAC74072	306	207	254	99.5942
ABD18646	276	177	774.809	355.298
AAC74073	504	405	1779.83	356.692
AAC74074	213	114	323	229.969
AAC74075	213	114	9770	6956.02
AAC74076	231	132	496	304.985
ABD18647	174	75	921	996.711
AAC74077	1074	975	715	59.5213
AAC74078	2745	2646	265	8.12881
AAC74079	1029	930	48	4.18918
AAC74080	693	594	141	19.2665
AAC74081	1173	1074	24	1.81375
AAC74082	2547	2448	79	2.61931
AAC74083	600	501	11	1.78207
AAC74084	306	207	83	32.5446
AAC74085	921	822	258	25.4753
AAC74086	1257	1158	0	0
AAC74087	1242	1143	532	37.7778
AAC74088	228	129	139	87.4573
AAC74089	597	498	157	25.5883
AAC74090	174	75	6	6.49323
AAC74091	1329	1230	41	2.70551
AAC74092	495	396	13	2.66452
AAC74093	591	492	0	0
AAC74094	801	702	33	3.81547
AAC74095	387	288	0	0
AAC74096	693	594	0	0
AAC74097	1149	1050	0	0
AAC74098	639	540	200	30.0613
AAC74099	3963	3864	1012	21.2576
AAC74100	1509	1410	432	24.8677
AAC74103	1128	1029	83	6.54687
AAC74104	1272	1173	101	6.98867
AAC74105	1065	966	312	26.2149
AAC74106	414	315	11	2.83435
AAC74107	1326	1227	28	1.85218
AAC74108	2019	1920	167	7.0597
AAC74109	2424	2325	89	3.10698
AAC74110	1359	1260	530	34.141
AAC74111	867	768	192.8	20.3759
AAC74112	300	201	89.2	36.0197
AAC74114	987	888	30	2.74207
AAC74117	939	840	286	27.6349
AAC74118	738	639	90	11.4317
AAC74119	555	456	159	28.3011
AAC74120	492	393	401	82.8176
AAC74121	834	735	131	14.4662
AAC74122	417	318	0	0
AAC74123	390	291	0	0
AAC74124	651	552	8	1.17631
AAC74125	456	357	0	0
AAC74126	456	357	2	0.454708
AAC74127	333	234	0	0
AAC74128	312	213	8	3.04847
AAC74129	534	435	135	25.1893
AAC74130	1422	1323	265	16.2576
AAC74131	1158	1059	210	16.0951
AAC74132	1536	1437	1222	69.0216
AAC74133	2544	2445	2623	87.0744
AAC74134	228	129	201	126.467
AAC74135	375	276	183	53.8162
AAC74137	1227	1128	111	7.98702
AAC74138	921	822	417	41.1751
AAC74139	1053	954	358	30.4583
AAC74140	576	477	52	8.84822
AAC74141	567	468	48	8.32466
AAC74142	141	42.0007	8	15.4598
AAC74143	1119	1020	386	30.7155
AAC74144	255	156	1154	600.416
AAC74145	246	147	95	52.4538
AAC74146	1047	948	811	69.4358
AAC74147	561	462	429	75.3679
AAC74148	648	549	265	39.1782
AAC74149	1209	1110	294	21.4979
AAC74150	585	486	186	31.0633
AAC74151	648	549	207	30.6033
AAC74152	924	825	259	25.481
AAC74153	1536	1437	536	30.2746
AAC74154	417	318	264	67.3826
AAC74155	294	195	83	34.5473
AAC74156	660	561	18	2.60424
AAC74157	417	318	0	0
AAC74158	405	306	28	7.4269
AAC74159	696	597	0	0
AAC74160	1209	1110	15	1.09683
AAC74161	756	657	19	2.34725
AAC74162	783	684	32	3.79721
AAC74163	699	600	0	0
AAC74164	1098	999	40	3.24987
AAC74165	942	843	15	1.44422
AAC74166	1644	1545	40	2.10137
AAC74167	954	855	273	25.916
AAC74168	3186	3087	11609	305.231
AAC74169	321	222	285	104.199
AAC74170	960	861	993	93.6089
AAC74171	585	486	452	75.4872
AAC74172	522	423	7346	1409.55
AAC74173	174	75	2746	2971.74
AAC74174	1071	972	4169	348.126
AAC74175	954	855	2737	259.824
AAC74176	930	831	3735	364.805
AAC74177	735	636	6022	768.519
AAC74178	237	138	11760	6916.7
AAC74179	1242	1143	10743	762.869
AAC74180	810	711	361	41.2106
AAC74181	1023	924	581	51.0358
AAC74182	642	543	613	91.6287
AAC74183	1005	906	509	45.5995
AAC74184	798	699	662	76.8691
AAC74185	1434	1335	1253	76.1799
AAC74186	2190	2091	191	7.41396
AAC74187	360	261	367	114.129
AAC74188	378	279	667	194.041
AAC74189	642	543	503	75.1864
AAC74190	825	726	362	40.4709
AAC74191	1026	927	831	72.7599
AAC74192	543	444	825	150.814
AAC74193	1305	1206	1789	120.402
AAC74194	540	441	365	67.1777
AAC74195	633	534	110	16.7195
AAC74196	258	159	229	116.899
AAC74197	963	864	736	69.1409
AAC74198	3447	3348	1705	41.3342
AAC74199	1074	975	62	5.16129
AAC74200	1200	1101	1768	130.336
AAC74201	702	603	898	120.873
AAC74202	1245	1146	2157	152.769
AAC74203	912	813	1845	184.195
AAC74204	729	630	646	83.2267
AAC74205	789	690	368	43.2882
AAC74206	462	363	69	15.4281
AAC74207	1047	948	1230	105.31
AAC74208	795	696	688	80.2325
AAC74209	828	729	532	59.2318
AAC74210	1137	1038	2805	219.334
AAC74211	1227	1128	1328	95.5564
AAC74212	1122	1023	2494	197.875
AAC74213	1461	1362	677	40.3443
AAC74214	672	573	477	67.567
AAC74215	1371	1272	1002	63.9369
AAC74216	642	543	952	142.301
AAC74217	1107	1008	2090	168.289
AAC74218	462	363	264	59.0294
AAC74219	654	555	497	72.6832
AAC74220	1251	1152	5683	400.402
AAC74221	666	567	0	0
AAC74222	705	606	0	0
AAC74223	894	795	0	0
AAC74224	1128	1029	0	0
AAC74225	246	147	0	0
AAC74227	342	243	0	0
AAC74228	309	210	0	0
AAC74229	675	576	0	0
AAC74230	201	102	0	0
AAC74231	558	459	0	0
AAC74232	339	240	0	0
AAC74234	183	84	0	0
AAC74237	585	486	0	0
AAC74238	630	531	0	0
AAC74239	414	315	0	0
AAC74240	603	504	0	0
AAC74242	555	456	0	0
AAC74243	834	735	0	0
AAC74244	324	225	179	64.5716
AAC74245	405	306	231	61.2719
AAC74246	732	633	1708	219.006
AAC74247	1212	1113	3260	237.735
AAC74248	237	138	133	78.2246
AAC74249	273	174	83	38.7168
AAC74250	267	168	42	20.2913
AAC74251	249	150	0	0
AAC74252	1524	1425	7	0.398707
ABD18651	219	120	0	0
AAC74255	330	231	138	48.4884
AAC74256	345	246	26	8.57846
ABP93440	174	75	0	0
ABP93441	186	87	0	0
AAC74258	267	168	256	123.681
AAC74259	813	714	1512	171.88
AAC74260	696	597	983	133.644
AAC74261	369	270	125	37.5766
AAC74262	402	303	135	36.1628
AAC74263	294	195	70	29.1363
AAC74264	660	561	292	42.2465
AAC74265	462	363	129	28.8439
AAC74266	912	813	24	2.39603
AAC74267	420	321	5	1.26426
AAC74268	1269	1170	54	3.74609
AAC74269	531	432	327	61.4377
AAC74270	1542	1443	968	54.4477
AAC74271	720	621	1821	238.007
AAC74272	1533	1434	117	6.62228
AAC74273	1299	1200	987	66.7585
AAC74274	1071	972	1283	107.135
AAC74275	1737	1638	1232	61.0475
AAC74276	915	816	216	21.485
AAC74277	612	513	234	37.0228
AAC74278	735	636	132	16.8456
AAC74279	255	156	46	23.9334
AAC74280	441	342	15	3.55989
AAC74281	1698	1599	303	15.3803
AAC74282	1419	1320	2867	176.289
AAC74283	633	534	631	95.9089
AAC74284	1071	972	1179	98.4506
AAC74285	1920	1821	309	13.7727
AAC74286	2868	2769	320	9.37989
AAC74287	1092	993	1366	111.653
AAC74288	585	486	196	32.7334
AAC74289	279	180	300	135.276
AAC74290	1680	1581	1605	82.3975
AAC74291	948	849	3456	330.398
AAC74292	852	753	1150	123.958
AAC74293	624	525	399	61.6857
AAC74294	1257	1158	2321	162.681
AAC74295	1083	984	997	82.2377
AAC74296	834	735	936	103.362
AAC74297	393	294	767	211.748
AAC74298	810	711	1260	143.837
AAC74299	855	756	1287	138.174
AAT48126	108	12.4647	34.5	224.652
AAT48127	108	12.4647	21	136.744
AAT48128	108	12.4647	34.5	224.652
AAC74300	1101	1002	1205	97.6091
AAC74301	231	132	4	2.45956
AAC74302	696	597	209	28.4147
AAC74303	354	255	301	95.807
AAC74304	1395	1296	350	21.9197
AAC74305	651	552	157	23.0851
AAC74306	1797	1698	553	26.4337
AAC74307	1392	1293	84	5.27293
AAC74308	3744	3645	222	4.94341
AAC74309	1539	1440	188	10.5966
AAC74310	711	612	74	9.81412
AAC74311	678	579	15	2.10273
AAC74313	90	5.86172	81	1121.58
AAC74314	843	744	979	106.802
AAC74315	459	360	474	106.868
AAC74316	906	807	785	78.9527
AAC74317	1014	915	637	56.5053
AAC74318	909	810	831	83.2697
AAC74319	414	315	4240	1092.51
AAC74320	618	519	74	11.5727
AAC74323	2676	2577	20814	655.559
AAC74324	648	549	409	60.4675
AAC74325	1632	1533	55818	2955.31
AAC74326	921	822	4709	464.973
AAC74327	909	810	7231	724.576
AAT48129	1014	915	8100	718.513
AAC74329	1005	906	5585	500.341
AAC74330	330	231	573	201.332
AAC74331	1461	1362	1026	61.1422
ABP93442	174	75	138	149.344
AAC74332	1254	1155	383	26.9146
AAC74333	297	198	59	24.1856
AAC74334	720	621	210	27.4472
AAC74335	399	300	220	59.5213
AAC74336	540	441	703	129.386
AAC74337	744	645	684	86.0731
AAC74338	639	540	1698	255.22
AAC74339	507	408	412	81.9611
AAC74340	501	402	87	17.5656
AAC74341	180	81	0	0
AAC74342	807	708	233	26.7112
AAC74343	1194	1095	634	46.9944
AAC74344	1362	1263	578	37.1446
AAC74345	1596	1497	76	4.12062
AAC74346	1563	1464	130	7.20731
AAC74347	45	2.27346	0	0
AAC74348	882	783	557	57.7383
AAC74349	621	522	396	61.5737
AAC74350	1896	1797	687	31.0298
AAC74351	876	777	2327	243.078
AAC74352	591	492	460	75.8863
AAC74353	759	660	139	17.0939
AAC74354	1050	951	1154	98.4909
AAC74355	252	153	886	470.017
AAC74356	2598	2499	6933	225.178
AAC74357	975	876	2169	200.968
ABD18655	165	66	76	93.4632
ABD18656	168	69	84	98.81
AAC74358	2676	2577	1211	38.1417
AAC74359	591	492	484	79.8456
AAC74360	765	666	531	64.7129
AAC74361	309	210	517	199.821
AAC74362	1170	1071	1153	87.3797
AAC74363	738	639	523	66.4311
AAC74364	327	228	97	34.5309
AAC74365	219	120	0	0
AAC74366	750	651	473	58.9727
ABP93443	174	75	57	61.6857
AAC74367	1986	1887	262	11.2694
ACO59991	105	10.839	0	0
AAC74368	1935	1836	1752	77.4519
AAC74369	1128	1029	155	12.2261
AAC74370	789	690	4322	508.401
AAC74371	354	255	113	35.9674
AAC74372	807	708	399	45.7415
AAC74373	993	894	209	18.9749
AAC74374	891	792	172	17.6268
AAC74375	966	867	173	16.1956
AAC74376	1644	1545	442	23.2201
AAC74377	246	147	405	223.619
AAC74378	1386	1287	271	17.0908
AAC74379	1419	1320	790	48.5763
AAC74380	765	666	551	67.1503
AAC74381	558	459	582	102.916
AAC74382	1488	1389	98	5.72657
AAC74383	1281	1182	43	2.95272
AAC74384	1266	1167	56	3.89483
AAC74385	978	879	158	14.5895
AAC74386	669	570	381	54.2527
AAC74387	225	126	24	15.4601
AAC74388	360	261	14	4.3537
AAC74389	222	123	38	25.0755
AAC74390	315	216	509	191.265
AAC74391	1680	1581	0	0
AAC74392	1293	1194	0	0
AAC74393	882	783	34	3.52442
AAC74394	843	744	0	0
AAC74395	1053	954	25	2.12698
AAC74396	789	690	38	4.46998
AAC74397	1056	957	50	4.24062
AAC74398	2268	2169	36	1.34714
AAC74399	660	561	0	0
AAC74401	906	807	0	0
AAC74402	999	900	113	10.1908
AAC74403	1398	1299	147	9.185
AAC74404	1062	963	131	11.0412
AAC74405	1542	1443	1642	92.3587
AAC74406	507	408	3202	636.989
AAC74407	966	867	768	71.8974
AAC74408	729	630	409	52.6931
AAC74409	921	822	68	6.71441
AAC74410	900	801	274	27.7644
AAC74411	1614	1515	601	32.1983
AAC74412	1032	933	198	17.2248
AAC74413	1017	918	2650.34	234.331
AAC74414	258	159	1073	547.739
AAC74415	951	852	2349	223.776
AAC74416	753	654	3460	429.407
AAC74417	516	417	361	70.2655
AAC74418	1527	1428	110	6.25224
AAC74419	1446	1347	42	2.53077
AAC74420	1311	1212	13	0.870586
AAC74421	909	810	199	19.9406
AAC74422	564	465	160	27.9279
AAC74423	1233	1134	124	8.87523
AAC74424	984	885	277	25.4043
AAC74425	1374	1275	1224	77.9188
AAC74426	936	837	1232	119.469
AAC74427	1236	1137	103	7.35271
AAC74428	216	117	0	0
AAC74429	210	111	32	23.399
AAC74430	195	96	0	0
AAC74431	810	711	34	3.88133
AAC74432	2601	2502	152	4.93091
AAC74433	276	177	9	4.12705
ABD18659	171	72	0	0
AAC74434	222	123	22	14.5174
AAC74435	489	390	97	20.1873
AAC74436	156	57	5	7.11977
AAC74437	135	36.0073	42	94.6738
AAC74438	477	378	680	146.012
AAC74439	297	198	42	17.2169
AAC74440	423	324	44	11.0225
AAC74441	858	759	40	4.27749
AAC74442	747	648	12	1.50306
ABD18660	186	87	32.6408	30.4517
AAC74445	1458	1359	189	11.2879
AAC74447	264	165	42	20.6603
AAC74452	981	882	96.4425	8.87505
AAC74454	3363	3264	144	3.58083
AAC74455	576	477	0.00909109	0.00154692
AAC74456	591	492	479.352	79.0788
AAC74457	234	135	168.446	101.274
AAC74458	435	336	253	61.1156
AAC74459	1134	1035	0	0
AAC74460	3525	3426	1420	33.6412
ABD18661	267	168	285	137.691
AAC74461	423	324	278	69.6419
AAC74462	990	891	160	14.5752
AAC74463	2640	2541	382	12.202
AAC74464	186	87	49	45.7138
AAC74465	327	228	41	14.5955
AAC74466	906	807	141	14.1813
AAC74467	1500	1401	67	3.88157
AAC74468	2274	2175	41	1.53001
AAC74469	2046	1947	0	0
AAC74470	930	831	52	5.07894
AAC74471	288	189	0	0
AAC74472	747	648	12	1.50306
AAC74473	498	399	0	0
AAC74474	1071	972	28	2.3381
AAC74475	768	669	0	0
AAC74476	789	690	16	1.8821
AAC74477	1428	1329	46	2.80934
AAC74478	423	324	0	0
AAC74479	1206	1107	68	4.98577
AAC74480	1314	1215	161	10.7552
AAC74481	951	852	250	23.8161
AAC74482	591	492	261	43.0572
ACO59992	66	3.13016	0	0
AAC74484	906	807	1323.53	133.116
AAC74485	366	267	555	168.715
AAC74486	1152	1053	136.767	10.542
AAC74488	861	762	0	0
AAC74489	2307	2208	77	2.8305
AAC74490	606	507	0	0
AAC74491	897	798	0	0
AAC74492	1758	1659	0	0
AAC74493	1293	1194	109	7.40957
AAC74494	606	507	52	8.32466
AAC74495	3903	3804	1219	26.0096
AAC74496	801	702	133	15.3775
AAC74497	1440	1341	856	51.8103
AAC74500	531	432	403	75.7168
AAC74501	174	75	36	38.9594
AAT48130	150	51	89.8784	143.039
AAC74502	168	69	292.122	343.626
AAC74503	1641	1542	287	15.1067
AAC74504	924	825	489	48.1089
AAC74505	1344	1245	56	3.65081
AAC74506	1656	1557	693	36.1256
AAC74508	225	126	125	80.5212
AAC74509	540	441	92	16.9325
AAC74510	981	882	123	11.319
AAC74511	993	894	142	12.892
AAC74512	594	495	192	31.4823
AAC74513	669	570	164	23.3528
AAC74514	1149	1050	372	28.7557
AAC74515	1176	1077	74	5.57682
AAC74516	537	438	26	4.81804
AAC74517	1962	1863	576	25.0946
AAC74518	231	132	65	39.9678
AAC74519	177	78	29	30.1769
AAC74520	417	318	61	15.5695
AAC74521	1407	1308	333	20.6637
AAC74522	1146	1047	29	2.24813
AAC74523	1014	915	38	3.3708
AAC74524	942	843	76	7.3174
AAC74525	795	696	75	8.74627
AAC74526	1425	1326	46	2.81569
ABP93444	96	7.33772	18	199.105
AAC74527	174	75	63	68.1789
AAC74528	234	135	490	294.6
AAC74529	450	351	129	29.83
AAC74530	519	420	106	20.4846
AAC74531	1038	939	164	14.1759
AAC74532	666	567	119	17.0347
AAC74533	2103	2004	235	9.5179
AAC74534	1062	963	351	29.5836
AAC74535	1500	1401	464	26.8813
AAC74536	618	519	46	7.19385
AAC74537	213	114	0	0
AAC74539	483	384	97	20.5027
AAC74542	1137	1038	40.3913	3.15836
AAC74543	234	135	39	23.4478
AAC74544	570	471	39	6.7207
AAC74545	846	747	128	13.9079
AAC74546	894	795	423	43.1861
AAC74547	681	582	24	3.34703
AAC74548	696	597	23	3.12697
AAC74549	1545	1446	16	0.898096
AAC74550	3741	3642	202	4.50176
AAD13433	1389	1290	44	2.76843
AAD13437	882	783	147	15.2379
AAD13438	3048	2949	505.088	13.9016
AAD13439	885	786	119	12.2884
AAD13440	654	555	145	21.2054
AAD13441	285	186	533	232.587
AAC74551	1011	912	668	59.4501
AAC74552	1698	1599	1911	97.0025
AAC74553	138	39.0024	269	559.799
AAC74554	216	117	0	0
AAC74555	432	333	76	18.5242
AAC74556	927	828	21	2.05854
AAC74557	987	888	86	7.86061
AAC74558	897	798	55	5.59411
AAC74559	1023	924	14	1.22978
AAC74560	1551	1452	0	0
AAC74561	582	483	0	0
AAC74562	2400	2301	27	0.952397
AAC74563	1383	1284	50	3.16065
AAC74564	1320	1221	233	15.4886
AAC74565	1536	1437	49	2.76764
AAC74566	1401	1302	57.3855	3.57736
AAC74567	2796	2697	34	1.02322
AAC74568	2373	2274	34	1.21355
AAC74569	1686	1587	0	0
AAC74570	1158	1059	7	0.536504
AAC74571	1683	1584	82	4.20174
AAC74572	762	663	0	0
AAC74573	198	99	39	31.9742
AAC74574	2280	2181	122	4.5402
AAC74575	915	816	0	0
AAC74576	504	405	0	0
AAC74577	531	432	0	0
AAC74580	1323	1224	64	4.24394
AAC74581	267	168	44	21.2576
AAC74584	1593	1494	92	4.99814
AAC74585	954	855	12	1.13916
AAC74586	1536	1437	0	0
AAC74587	1029	930	12	1.0473
AAC74588	993	894	0	0
AAC74589	1023	924	40	3.51365
AAC74590	876	777	0	0
AAC74591	291	192	0	0
AAC74592	759	660	13	1.59871
AAC74593	915	816	225	22.3802
AAT48131	1452	1353	327	19.6165
AAC74595	948	849	701	67.0164
AAC74596	360	261	188	58.464
AAC74597	927	828	561	54.9925
AAC74598	1389	1290	298	18.7498
AAC74599	882	783	104	10.7806
AAC74600	1116	1017	12	0.957704
AAC74601	1191	1092	98	7.28407
AAC74602	666	567	235	33.64
AAC74603	435	336	121	29.2292
AAC74604	384	285	168	47.8449
AAC74605	219	120	16	10.8221
AAC74606	900	801	195	19.7594
AAC74607	1188	1089	258	19.2293
ABP93445	96	7.33772	259	2864.9
AAC74608	891	792	631	64.6659
AAC74609	393	294	36	9.93862
AAC74610	519	420	26	5.02452
AAC74611	2046	1947	623	25.9713
AAC74612	747	648	961	120.37
AAC74613	687	588	895	123.543
AAC74614	204	105	455	351.717
AAC74615	1461	1362	68	4.05231
AAC74617	234	135	1997.55	1200.98
AAC74618	591	492	1316.65	217.208
AAC74619	576	477	278.991	47.4725
AAC74620	963	864	50	4.69707
ABD18667	234	135	11	6.61348
AAC74622	411	312	0	0
AAC74623	174	75	688	744.557
AAC74624	156	57	175	249.192
AAC74625	213	114	3296	2346.68
AAC74626	498	399	420.346	85.5076
ACO59993	255	156	163.654	85.1479
AAC74627	534	435	209	38.9967
AAC74628	312	213	31	11.8128
AAC74629	216	117	43	29.83
AAC74630	216	117	4156	2883.11
AAC74631	213	114	820	583.821
AAC74632	753	654	108	13.4035
AAC74633	1050	951	7	0.597432
AAC74634	252	153	25	13.2623
AAC74635	156	57	35	49.8384
AAC74636	288	189	271	116.38
AAC74637	240	141	86	49.5051
AAC74638	306	207	73	28.6235
AAC74639	333	234	50	17.343
AAC74642	231	132	0	0
AAC74643	408	309	359	94.2989
AAC74644	156	57	9	12.8156
AAC74645	129	30.0513	12	32.4107
AAC74646	219	120	78	52.7575
AAC74647	189	90	0	0
AAC74648	192	93	0	0
AAC74652	1020	921	175	15.4223
AAC74653	1215	1116	10	0.727288
AAC74654	327	228	137	48.7704
AAC74655	342	243	261	87.1776
AAC74656	561	462	350	61.4889
AAC74657	711	612	127	16.8431
AAC74658	306	207	118	46.2682
AAC74659	2427	2328	658	22.9411
AAC74660	2424	2325	1140	39.7972
AAC74661	618	519	99	15.4824
AAC74662	855	756	620	66.5642
AAC74663	615	516	677	106.49
AAC74664	1257	1158	192	13.4575
AAC74665	696	597	885	120.321
AAC74666	1221	1122	374	27.0551
AAC74667	894	795	40	4.08379
AAC74668	1254	1155	330	23.1901
AAC74669	309	210	76	29.3741
ABP93446	84	4.82681	10	168.155
AAC74670	822	723	547	61.4073
AAC74671	330	231	446	156.709
AAC74672	366	267	550	167.195
AAC74673	1035	936	358	31.044
AAC74674	1389	1290	1448	91.1066
AAC74675	1533	1434	1617	91.5233
AAC74676	945	846	1224	117.431
AAC74677	1383	1284	323	20.4178
AAC74678	723	624	385	50.078
AAC74679	336	237	124	42.4663
AAC74680	720	621	175	22.8727
AAC74681	1302	1203	310	20.9154
AAC74682	930	831	286	27.9342
AAC74683	1404	1305	284	17.6636
AAC74684	1647	1548	1791	93.9065
AAC74685	1176	1077	340	25.6232
AAC74686	1509	1410	1639	94.3476
AAC74687	1266	1167	0	0
AAC74688	1374	1275	125	7.95739
AAC74689	1812	1713	298	14.1198
AAC74690	591	492	622	102.612
AAC74691	768	669	209	25.3566
AAC74692	1029	930	321	28.0152
AAC74693	1593	1494	234	12.7127
AAC74694	1173	1074	375	28.3399
AAC74695	1002	903	375	33.7066
AAC74696	1041	942	127	10.9427
AAT48132	126	27.1193	0	0
AAC74697	216	117	1163	806.798
AAC74698	441	342	1156	274.349
AAC74699	582	483	607	102.003
AAC74700	579	480	802	135.614
AAC74701	2223	2124	1968	75.2041
AAC74702	1059	960	558	47.1774
AAC74703	621	522	433	67.3268
AAC74704	696	597	348	47.3125
AAC74705	636	537	367	55.4706
AAC74706	1503	1404	1450	83.8247
AAC74707	606	507	291	46.5861
AAC74708	864	765	1037	110.024
AAC74709	1275	1176	2712	187.177
AAC74710	657	558	234	34.0371
AAC74711	330	231	40	14.0546
AAC74712	1110	1011	433	34.7622
AAT48133	468	369	1482	325.981
AAC74714	435	336	2524	609.707
AAC74715	237	138	73	42.9353
AAC74716	858	759	173	18.5001
AAC74717	2013	1914	490	20.779
AAC74718	522	423	330	63.3205
AAT48134	897	798	387	39.3622
AAC74720	240	141	64	36.841
AAC74721	600	501	121	19.6028
AAC74722	1098	999	250	20.3117
AAC74723	408	309	743	195.165
AAC74724	648	549	264	39.0304
AAC74725	4617	4518	1077	19.3482
AAC74726	348	249	1326	432.23
AAC74727	816	717	399	45.1674
AAC74728	582	483	2488	418.094
AAC74729	1170	1071	728	55.1712
ABP93447	90	5.86172	104	1440.05
AAC74730	1026	927	1176	102.967
AAC74731	933	834	290	28.223
AAT48135	1212	1113	311	22.6796
AAC74733	1149	1050	896	69.2611
AAC74734	642	543	294	43.9459
AAT48136	1374	1275	1124	71.5529
AAC74736	1257	1158	929	65.1145
AAC74737	306	207	1107	434.058
AAC74738	1605	1506	223	12.0185
AAC74739	813	714	162	18.4157
AAC74740	786	687	136	16.0677
AAC74741	669	570	70	9.96768
AAC74742	648	549	180	26.6116
AAC74743	2103	2004	231	9.35589
AAC74744	627	528	108	16.602
AAC74745	210	111	548	400.708
AAC74746	1413	1314	6379	394.029
AAC74747	237	138	21615	12713
AAC74748	1005	906	233	20.8737
AAC74749	417	318	39	9.95425
AAC74750	1221	1122	165	11.9361
AAC74751	1272	1173	126	8.71853
AAC74752	747	648	13	1.62832
AAC74753	1488	1389	5	0.292172
AAC74754	369	270	1	0.300613
AAC74755	189	90	85	76.6562
AAC74756	411	312	308	80.1248
AAC74757	3057	2958	1653	45.3571
AAC74758	1113	1014	490	39.2219
AAC74759	357	258	0	0
AAC74760	1215	1116	0	0
AAC74761	1266	1167	0	0
AAC74762	867	768	0	0
AAC74763	759	660	97	11.9289
AAC74764	1596	1497	0	0
AAC74765	1152	1053	0	0
AAC74766	912	813	21	2.09652
AAC74767	765	666	22	2.68114
